3616,81,94
3716,81,88
3523,85,95.5
3624,85,92
3724,85,87.5
3531,88.5,95.5
3632,89,92
3732,89,87.5
3537,92,95.5
3543,94.5,95.5
3640,92.5,92
3740,92.5,97.5
3647,95,91
3646,95,89
3802,75,82
3814,80.5,82
3824,85,82
3832,89,82
3840,93,82.5
3900,73,77.5
3908,77,77.5
3916,81,77.5
3924,85,77.5
3932,89,77.5
3940,93,78
3901,72,75
3905,74.5,75
3909,76,75
3911,77,75
3913,78,75
4004,74.5,74
4008,76,74
4010,77.5,74
4016,81,74.5
4024,85,74.5
4032,89,74.5
3939,92.5,74.5
3947,95,74.5
4003,73.5,72
4100,73,73
4009,76.5,72.5
4114,80.5,72.5
4124,85,72.5
4132,89,72.5
4041,92.5,72
4045,94.5,72
4140,92.5,73
4144,94.5,73
4101,72,68.5
4105,74.5,69
4109,76,69
4111,77,69
4204,74.5,68
4208,76,68
4210,77,86
4214,80.5,68.5
4224,85,68.5
4232,88.5,68.5
4139,91.5,69
4143,93,69
4238,91.5,68
4242,93,68
4147,95,68.5
4300,72.5,65.5
4306,75.5,65.5
4312,78.5,65.5
4318,81.5,65.5
4324,85,65.5
4332,88.5,65.5
4338,91.5,65.5
4245,94.5,66
4344,94.5,65
4301,72,62.5
4305,74.5,63
4309,76,63
4311,77.5,63
4404,74.5,62
4408,76,62
4410,77.5,62
4416,81,62.5
4424,85,62.5
4432,88.5,62.5
4339,91,63
4341,92,63
4343,93,63
4347,95,63
4438,91.5,62
4442,93,62
4446,95,62
4500,72.5,59.5
4407,75.5,60
4411,77.5,60
4506,75,59
4508,76,59
4510,77.5,59
4417,81,59.5
4425,85,59.5
4532,88.5,59.5
4439,91,60
4441,92,60
4538,91,59
4540,92,59
4544,94.5,59.5
4501,72,56.5
4505,74.5,57
4509,76,57
4511,77.5,57
4604,74.5,56
4608,76,56
4610,77.5,56
4616,81,56.5
4624,85,56.5
4533,88.5,57
4632,88.5,56
4638,91.5,56.5
4625,84,84
4627,85,84
4629,86.5,84
4633,89,84
4635,90,84
5308,75,43
5312,75,41
5320,75,37
5322,75,36
5324,75,35
5301,78,47
5307,78,43.5
5311,78,41.5
5315,78,38.5
5323,78,35.5
5400,79,46.5
5404,79,44.5
5408,79,43
5410,79,42
5412,79,40.5
5416,79,39
5418,79,37.5
5422,79,35.5
5401,82,46.5
5405,82,45
5407,82,44
5409,82,43
5411,82,41.5
5415,82,40
5417,82,39
5419,82,37.5
5423,82,35.5
es6,52,2.5
es7,56,1
es8,58.5,1
es9,61,1
es10,63.5,1
es11,66,1
es12,68.5,1
es13,68.5,4
es14,68.5,6.5
es15,68.5,9
es16,68.5,11.5
es17,68.5,14
es18,68.5,17
es27,66,17
es28,66,14
es29,66,11.5
es30,66,9
es31,66,6.5
es32,66,4
es33,63.5,3.5
es34,63.5,6.5
es35,63.5,8.5
es36,63.5,11.5
es37,63.5,13.5
es38,61,14
es39,61,11.5
es40,61,9
es41,61,5.5
es42,61,4
es43,58.5,4
es44,58.5,6
es45,58.5,9
es46,58.5,11.5
es47,58.5,14
es48,56,14
es49,56,11.5
es50,56,9
es51,56,6
es52,56,4
es53,53.5,6
es54,53.5,9
es55,53.5,11.5
es56,53.5,14
es57,51,14
es58,51,11.5
es59,51,9
es60,51,6
6012,92.5,24
6018,92.5,22.5
6020,92.5,21
6032,92.5,20.5
6036,92.5,13.5
6040,92.5,11.5
6042,92.5,9
6044,92.5,8
6046,92.5,7
6013,89.5,24.5
6019,90,22
6023,90,20
6025,90,18.5
6029,90,17
6031,90,16
6035,90,13.5
6039,90,10.5
6045,90,8
6047,90,7
6049,90,6
6051,90,5
6118,89,22
6120,89,20.5
6124,89,19
6126,89,17.5
6130,89,16
6134,89,13.5
6144,89,7.5
6148,89,6
6150,89,5
6152,86.5,4
6154,86.5,3.5
6105,87,26.5
6113,87,24.5
6117,87,22.5
6121,87,21
6125,87,19
6127,87,18
6129,87,16.5
6135,87,13.5
6139,87,10.5
6145,86.5,7
6026,85,27.5
6212,85,24.5
6214,85,23
6216,85,22
6220,85,21
6222,85,20
6224,85,19
6226,85,18
6230,85,16
6234,85,13.5
6205,83.5,29
6213,84,24.5
6217,84,23
6219,84,22
6221,84,20.5
6227,84,18
6229,84,15.5
6233,84,14
6235,84,13
6239,84,10.5
6245,84,8
6247,84,7
6249,84,6
6251,84,5
6253,84,3.5
6257,84,2
6259,84,0
6312,83,24.5
6316,83,23
6318,83,22
6320,83,21
6322,83,20
6326,83,18
6328,83,16.5
6332,83,13.5
6344,83,8
6346,83,7
6348,83,6
6350,83,5
6352,83,4
6354,83,3
6356,83,2
6358,83,0
6303,80.5,29
6313,80.5,20.5
6317,80.5,22.5
6323,81,20
6327,81,17
6333,81,14
6335,81,13
6339,81,11
6341,81,10
6345,81,8
6347,81,7
6349,81,6
6351,81,4.5
6355,81,2.5
6359,82,0
6361,80.5,0
6403,77.5,28.5
6413,77.5,25.5
6417,77.5,22.5
6423,77.5,19.5
6429,78,16.5
6433,78,14
6435,78,13
6439,77.5,10.5
6445,78,8
6447,78,7
6449,78,6
6451,78,14.5
6455,78,13
6457,78,2
6459,79,0
6461,77.5,0
6528,77,16.5
6532,77,13.5
6544,77,7.5
6548,77,5.5
6552,77,3.5
6556,77,2
6505,74.5,28
6513,74.5,24
6521,74.5,20.5
6527,75,18
6529,75,16.5
6533,75,13
6539,74.5,10.5
6605,71.5,28
6613,71.5,24
6621,71.5,20.5
6629,71.5,17
6635,71.5,13.5
6641,71.5,10.5
6659,72.5,5
6735,69,28.5
6733,69,27
6731,69,26
6729,69,25
6727,69,24
6725,69,23
6723,69,22
6717,69,19.5
6838,68,29
6836,68,28
6834,68,27
6830,68,25.5
6828,68,24
6826,68,23
6824,68,22
6818,68,19.5
6837,66,29
6835,66,28
6833,66,27
6829,66,25.5
6827,66,24
6825,66,23
6823,66,22
6821,66,21
6819,66,20
jf36,64,29
jf35,64,28
jf34,64,27
jf33,64,26
jf32,64,25
jf31,64,24
jf30,64,23
jf29,64,22
jf28,64,21
jf27,64,20
jf26,64,19
jf25,64,18
jf24,64,17
jf23,63,16
jf22,62,16
jf21,61,16
jf20,60,16
jf19,59,16
jf18,58,16
jf17,57,16
jf16,56,16
jf15,55,16
jf14,54,16
jf13,53,16
jf12,52,16
jf11,50.5,17
jf10,50.5,18
jf9,50.5,19
jf8,50.5,20
jf7,50.5,21
jf6,50.5,22
jf5,50.5,23
jf4,50.5,24
jf3,50.5,25
jf2,50.5,26
jf1,50.5,27
